29-01-2023 21:22:11 INFO Running main & importing modules...
29-01-2023 21:22:35 INFO Parsed arguments: Namespace(batch_size=32, byol_ema_tau=0.99, debug=False, encoder='resnet18', encoder_layer_idx=-2, epochs=5, experiment_name='b-resnet18-e5-b32-t0_99-p64', input='/disk/scratch_big/s1908368/data', log_interval=1000, lr=0.001, output='/disk/scratch_big/s1908368/output', patch_size=64, pretrain_encoder=False, seed=23, simclr_tau=0.99, train_proportion=0.98, use_byol=True)
29-01-2023 21:22:35 INFO File at /disk/scratch_big/s1908368/data/patch_train_dataset_64.pk: False
29-01-2023 21:22:35 INFO File at /disk/scratch_big/s1908368/data/patch_val_dataset_64.pk: False
29-01-2023 21:22:35 INFO Directories found: ['1', '10', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '51', '52', '53', '54', '55', '56', '57', '6', '7', '8', '9']
29-01-2023 21:22:35 INFO Files in first directory: ['82877289.png', '82877292.png', '82877286.png']
29-01-2023 21:22:35 INFO Fetching patches from folder: 51
29-01-2023 21:22:40 INFO Fetching patches from folder: 52
29-01-2023 21:22:44 INFO Fetching patches from folder: 19
29-01-2023 21:22:55 INFO Fetching patches from folder: 32
29-01-2023 21:23:05 INFO Fetching patches from folder: 33
29-01-2023 21:23:15 INFO Fetching patches from folder: 18
29-01-2023 21:23:28 INFO Fetching patches from folder: 4
29-01-2023 21:23:36 INFO Fetching patches from folder: 1
29-01-2023 21:23:47 INFO Fetching patches from folder: 14
29-01-2023 21:23:56 INFO Fetching patches from folder: 2
29-01-2023 21:24:04 INFO Fetching patches from folder: 36
29-01-2023 21:24:12 INFO Fetching patches from folder: 39
29-01-2023 21:24:22 INFO Fetching patches from folder: 38
29-01-2023 21:24:31 INFO Fetching patches from folder: 46
29-01-2023 21:24:36 INFO Fetching patches from folder: 3
29-01-2023 21:24:44 INFO Fetching patches from folder: 41
29-01-2023 21:24:48 INFO Fetching patches from folder: 53
29-01-2023 21:24:53 INFO Fetching patches from folder: 40
29-01-2023 21:24:59 INFO Fetching patches from folder: 13
29-01-2023 21:25:09 INFO Fetching patches from folder: 5
29-01-2023 21:25:18 INFO Fetching patches from folder: 47
29-01-2023 21:25:22 INFO Fetching patches from folder: 25
29-01-2023 21:25:36 INFO Fetching patches from folder: 7
29-01-2023 21:25:44 INFO Fetching patches from folder: 48
29-01-2023 21:25:47 INFO Fetching patches from folder: 50
29-01-2023 21:25:51 INFO Fetching patches from folder: 26
29-01-2023 21:26:03 INFO Fetching patches from folder: 9
29-01-2023 21:26:13 INFO Fetching patches from folder: 12
29-01-2023 21:26:17 INFO Fetching patches from folder: 49
29-01-2023 21:26:20 INFO Fetching patches from folder: 15
29-01-2023 21:26:30 INFO Fetching patches from folder: 42
29-01-2023 21:26:35 INFO Fetching patches from folder: 43
29-01-2023 21:26:41 INFO Fetching patches from folder: 45
29-01-2023 21:26:45 INFO Fetching patches from folder: 22
29-01-2023 21:26:54 INFO Fetching patches from folder: 16
29-01-2023 21:27:06 INFO Fetching patches from folder: 55
29-01-2023 21:27:11 INFO Fetching patches from folder: 30
29-01-2023 21:27:21 INFO Fetching patches from folder: 6
29-01-2023 21:27:28 INFO Fetching patches from folder: 35
29-01-2023 21:27:37 INFO Fetching patches from folder: 8
29-01-2023 21:27:45 INFO Fetching patches from folder: 17
29-01-2023 21:27:58 INFO Fetching patches from folder: 37
29-01-2023 21:28:06 INFO Fetching patches from folder: 34
29-01-2023 21:28:15 INFO Fetching patches from folder: 10
29-01-2023 21:28:24 INFO Fetching patches from folder: 24
29-01-2023 21:28:35 INFO Fetching patches from folder: 56
29-01-2023 21:28:39 INFO Fetching patches from folder: 31
29-01-2023 21:28:51 INFO Fetching patches from folder: 23
29-01-2023 21:29:03 INFO Fetching patches from folder: 54
29-01-2023 21:29:07 INFO Fetching patches from folder: 57
29-01-2023 21:29:10 INFO Fetching patches from folder: 20
29-01-2023 21:29:13 INFO Fetching patches from folder: 29
29-01-2023 21:29:21 INFO Fetching patches from folder: 21
29-01-2023 21:29:29 INFO Fetching patches from folder: 44
29-01-2023 21:29:35 INFO Generated 357207 positive pairs, after removing 264063 positive pairs.
29-01-2023 21:46:07 INFO Epoch 1: [353/10940] ---- BYOL Training Loss = 0.8320842981338501
29-01-2023 21:46:59 INFO Epoch 1: [353/10940] ---- BYOL Validation Loss = 0.791283905506134
29-01-2023 21:47:16 INFO Epoch 1: [364/10940] ---- BYOL Training Loss = 0.8006793856620789
29-01-2023 21:47:34 INFO Epoch 1: [375/10940] ---- BYOL Training Loss = 0.6947535276412964
29-01-2023 21:47:51 INFO Epoch 1: [386/10940] ---- BYOL Training Loss = 0.6783984303474426
29-01-2023 21:48:09 INFO Epoch 1: [397/10940] ---- BYOL Training Loss = 0.6394237279891968
29-01-2023 21:49:01 INFO Epoch 1: [397/10940] ---- BYOL Validation Loss = 2.579054117202759
29-01-2023 21:49:18 INFO Epoch 1: [408/10940] ---- BYOL Training Loss = 0.6897711157798767
29-01-2023 21:49:36 INFO Epoch 1: [419/10940] ---- BYOL Training Loss = 0.6890988945960999
29-01-2023 21:49:54 INFO Epoch 1: [430/10940] ---- BYOL Training Loss = 0.7888877391815186
29-01-2023 21:50:11 INFO Epoch 1: [441/10940] ---- BYOL Training Loss = 0.7390749454498291
29-01-2023 21:51:03 INFO Epoch 1: [441/10940] ---- BYOL Validation Loss = 0.780644416809082
29-01-2023 21:51:20 INFO Epoch 1: [452/10940] ---- BYOL Training Loss = 0.7522759437561035
29-01-2023 21:51:38 INFO Epoch 1: [463/10940] ---- BYOL Training Loss = 0.6919811964035034
29-01-2023 21:51:55 INFO Epoch 1: [474/10940] ---- BYOL Training Loss = 0.6372107267379761
29-01-2023 21:52:13 INFO Epoch 1: [485/10940] ---- BYOL Training Loss = 0.6080434322357178
29-01-2023 21:53:05 INFO Epoch 1: [485/10940] ---- BYOL Validation Loss = 0.6184786558151245
29-01-2023 21:53:22 INFO Epoch 1: [496/10940] ---- BYOL Training Loss = 0.5749306678771973
29-01-2023 21:53:40 INFO Epoch 1: [507/10940] ---- BYOL Training Loss = 0.6364514231681824
29-01-2023 21:53:57 INFO Epoch 1: [518/10940] ---- BYOL Training Loss = 0.7180651426315308
29-01-2023 21:54:15 INFO Epoch 1: [529/10940] ---- BYOL Training Loss = 0.7604098916053772
29-01-2023 21:55:07 INFO Epoch 1: [529/10940] ---- BYOL Validation Loss = 2.7299959659576416
29-01-2023 21:55:24 INFO Epoch 1: [540/10940] ---- BYOL Training Loss = 0.7582073211669922
29-01-2023 21:55:42 INFO Epoch 1: [551/10940] ---- BYOL Training Loss = 0.5950566530227661
29-01-2023 21:55:59 INFO Epoch 1: [562/10940] ---- BYOL Training Loss = 0.658406138420105
29-01-2023 21:56:17 INFO Epoch 1: [573/10940] ---- BYOL Training Loss = 0.6659391522407532
29-01-2023 21:57:09 INFO Epoch 1: [573/10940] ---- BYOL Validation Loss = 0.6561278104782104
29-01-2023 21:57:26 INFO Epoch 1: [584/10940] ---- BYOL Training Loss = 0.6273179054260254
29-01-2023 21:57:44 INFO Epoch 1: [595/10940] ---- BYOL Training Loss = 0.6525771021842957
29-01-2023 21:58:01 INFO Epoch 1: [606/10940] ---- BYOL Training Loss = 0.6166059374809265
29-01-2023 21:58:19 INFO Epoch 1: [617/10940] ---- BYOL Training Loss = 0.6169113516807556
29-01-2023 21:59:11 INFO Epoch 1: [617/10940] ---- BYOL Validation Loss = 0.656794548034668
29-01-2023 21:59:28 INFO Epoch 1: [628/10940] ---- BYOL Training Loss = 0.6792401075363159
29-01-2023 21:59:45 INFO Epoch 1: [639/10940] ---- BYOL Training Loss = 0.6631357669830322
29-01-2023 22:00:03 INFO Epoch 1: [650/10940] ---- BYOL Training Loss = 0.717761754989624
29-01-2023 22:00:20 INFO Epoch 1: [661/10940] ---- BYOL Training Loss = 0.7413030862808228
29-01-2023 22:01:13 INFO Epoch 1: [661/10940] ---- BYOL Validation Loss = 0.6362408399581909
29-01-2023 22:01:30 INFO Epoch 1: [672/10940] ---- BYOL Training Loss = 0.6940759420394897
29-01-2023 22:01:47 INFO Epoch 1: [683/10940] ---- BYOL Training Loss = 0.7553516626358032
29-01-2023 22:02:05 INFO Epoch 1: [694/10940] ---- BYOL Training Loss = 0.7010955810546875
29-01-2023 22:02:22 INFO Epoch 1: [705/10940] ---- BYOL Training Loss = 0.5736919045448303
29-01-2023 22:03:14 INFO Epoch 1: [705/10940] ---- BYOL Validation Loss = 0.7096373438835144
29-01-2023 22:03:32 INFO Epoch 1: [716/10940] ---- BYOL Training Loss = 0.6096993684768677
29-01-2023 22:03:49 INFO Epoch 1: [727/10940] ---- BYOL Training Loss = 0.5719941854476929
29-01-2023 22:04:07 INFO Epoch 1: [738/10940] ---- BYOL Training Loss = 0.5869448184967041
29-01-2023 22:04:24 INFO Epoch 1: [749/10940] ---- BYOL Training Loss = 0.6623553037643433
29-01-2023 22:05:16 INFO Epoch 1: [749/10940] ---- BYOL Validation Loss = 0.5750141143798828
29-01-2023 22:05:33 INFO Epoch 1: [760/10940] ---- BYOL Training Loss = 0.6156536340713501
29-01-2023 22:05:51 INFO Epoch 1: [771/10940] ---- BYOL Training Loss = 0.6095134019851685
29-01-2023 22:06:09 INFO Epoch 1: [782/10940] ---- BYOL Training Loss = 0.562390923500061
29-01-2023 22:06:26 INFO Epoch 1: [793/10940] ---- BYOL Training Loss = 0.5588196516036987
29-01-2023 22:07:18 INFO Epoch 1: [793/10940] ---- BYOL Validation Loss = 0.5822973847389221
29-01-2023 22:07:36 INFO Epoch 1: [804/10940] ---- BYOL Training Loss = 0.6643484830856323
29-01-2023 22:07:53 INFO Epoch 1: [815/10940] ---- BYOL Training Loss = 0.6096609234809875
29-01-2023 22:08:11 INFO Epoch 1: [826/10940] ---- BYOL Training Loss = 0.549923837184906
29-01-2023 22:08:29 INFO Epoch 1: [837/10940] ---- BYOL Training Loss = 0.5904194712638855
29-01-2023 22:09:21 INFO Epoch 1: [837/10940] ---- BYOL Validation Loss = 0.5999728441238403
29-01-2023 22:09:38 INFO Epoch 1: [848/10940] ---- BYOL Training Loss = 0.6559919118881226
29-01-2023 22:09:56 INFO Epoch 1: [859/10940] ---- BYOL Training Loss = 0.5983378291130066
29-01-2023 22:10:13 INFO Epoch 1: [870/10940] ---- BYOL Training Loss = 0.560372531414032
29-01-2023 22:10:31 INFO Epoch 1: [881/10940] ---- BYOL Training Loss = 0.6713458895683289
29-01-2023 22:11:23 INFO Epoch 1: [881/10940] ---- BYOL Validation Loss = 0.5751763582229614
29-01-2023 22:11:41 INFO Epoch 1: [892/10940] ---- BYOL Training Loss = 0.6459733843803406
29-01-2023 22:11:59 INFO Epoch 1: [903/10940] ---- BYOL Training Loss = 0.5076044797897339
29-01-2023 22:12:16 INFO Epoch 1: [914/10940] ---- BYOL Training Loss = 0.4884171485900879
29-01-2023 22:12:34 INFO Epoch 1: [925/10940] ---- BYOL Training Loss = 0.5077741146087646
29-01-2023 22:13:26 INFO Epoch 1: [925/10940] ---- BYOL Validation Loss = 0.5931726694107056
29-01-2023 22:13:43 INFO Epoch 1: [936/10940] ---- BYOL Training Loss = 0.5700618028640747
29-01-2023 22:14:01 INFO Epoch 1: [947/10940] ---- BYOL Training Loss = 0.5305298566818237
29-01-2023 22:14:18 INFO Epoch 1: [958/10940] ---- BYOL Training Loss = 0.5395239591598511
29-01-2023 22:14:36 INFO Epoch 1: [969/10940] ---- BYOL Training Loss = 0.5123476386070251
29-01-2023 22:15:28 INFO Epoch 1: [969/10940] ---- BYOL Validation Loss = 0.5535212159156799
29-01-2023 22:15:46 INFO Epoch 1: [980/10940] ---- BYOL Training Loss = 0.5324078798294067
29-01-2023 22:16:03 INFO Epoch 1: [991/10940] ---- BYOL Training Loss = 0.6099894046783447
29-01-2023 22:16:21 INFO Epoch 1: [1002/10940] ---- BYOL Training Loss = 0.5544880032539368
29-01-2023 22:16:39 INFO Epoch 1: [1013/10940] ---- BYOL Training Loss = 0.5425275564193726
29-01-2023 22:17:31 INFO Epoch 1: [1013/10940] ---- BYOL Validation Loss = 0.6230215430259705
29-01-2023 22:17:48 INFO Epoch 1: [1024/10940] ---- BYOL Training Loss = 0.6050281524658203
29-01-2023 22:18:06 INFO Epoch 1: [1035/10940] ---- BYOL Training Loss = 0.6102483868598938
29-01-2023 22:18:23 INFO Epoch 1: [1046/10940] ---- BYOL Training Loss = 0.6015822887420654
29-01-2023 22:18:41 INFO Epoch 1: [1057/10940] ---- BYOL Training Loss = 0.6136354207992554
29-01-2023 22:19:33 INFO Epoch 1: [1057/10940] ---- BYOL Validation Loss = 2.82674241065979
29-01-2023 22:19:50 INFO Epoch 1: [1068/10940] ---- BYOL Training Loss = 0.6113415956497192
29-01-2023 22:20:08 INFO Epoch 1: [1079/10940] ---- BYOL Training Loss = 0.5540263652801514
29-01-2023 22:20:25 INFO Epoch 1: [1090/10940] ---- BYOL Training Loss = 0.5822718143463135
29-01-2023 22:20:43 INFO Epoch 1: [1101/10940] ---- BYOL Training Loss = 0.6397886276245117
29-01-2023 22:21:35 INFO Epoch 1: [1101/10940] ---- BYOL Validation Loss = 1.583997130393982
29-01-2023 22:21:52 INFO Epoch 1: [1112/10940] ---- BYOL Training Loss = 0.5851215124130249
29-01-2023 22:22:10 INFO Epoch 1: [1123/10940] ---- BYOL Training Loss = 0.5070047378540039
29-01-2023 22:22:28 INFO Epoch 1: [1134/10940] ---- BYOL Training Loss = 0.5332735776901245
29-01-2023 22:22:45 INFO Epoch 1: [1145/10940] ---- BYOL Training Loss = 0.5003433227539062
29-01-2023 22:23:37 INFO Epoch 1: [1145/10940] ---- BYOL Validation Loss = 0.5492797493934631
29-01-2023 22:23:55 INFO Epoch 1: [1156/10940] ---- BYOL Training Loss = 0.5767233371734619
29-01-2023 22:24:12 INFO Epoch 1: [1167/10940] ---- BYOL Training Loss = 0.5881839394569397
29-01-2023 22:24:30 INFO Epoch 1: [1178/10940] ---- BYOL Training Loss = 0.5968266725540161
29-01-2023 22:24:48 INFO Epoch 1: [1189/10940] ---- BYOL Training Loss = 0.577407717704773
29-01-2023 22:25:40 INFO Epoch 1: [1189/10940] ---- BYOL Validation Loss = 0.6782410740852356
29-01-2023 22:25:57 INFO Epoch 1: [1200/10940] ---- BYOL Training Loss = 0.5111626386642456
29-01-2023 22:26:15 INFO Epoch 1: [1211/10940] ---- BYOL Training Loss = 0.47459760308265686
29-01-2023 22:26:32 INFO Epoch 1: [1222/10940] ---- BYOL Training Loss = 0.53397536277771
29-01-2023 22:26:50 INFO Epoch 1: [1233/10940] ---- BYOL Training Loss = 0.5280040502548218
29-01-2023 22:27:42 INFO Epoch 1: [1233/10940] ---- BYOL Validation Loss = 0.8433249592781067
29-01-2023 22:27:59 INFO Epoch 1: [1244/10940] ---- BYOL Training Loss = 0.5379085540771484
29-01-2023 22:28:17 INFO Epoch 1: [1255/10940] ---- BYOL Training Loss = 0.54911208152771
29-01-2023 22:28:34 INFO Epoch 1: [1266/10940] ---- BYOL Training Loss = 0.5875737071037292
29-01-2023 22:28:52 INFO Epoch 1: [1277/10940] ---- BYOL Training Loss = 0.5080921053886414
29-01-2023 22:29:44 INFO Epoch 1: [1277/10940] ---- BYOL Validation Loss = 0.5368608236312866
29-01-2023 22:30:02 INFO Epoch 1: [1288/10940] ---- BYOL Training Loss = 0.4575660824775696
29-01-2023 22:30:19 INFO Epoch 1: [1299/10940] ---- BYOL Training Loss = 0.5807598829269409
29-01-2023 22:30:37 INFO Epoch 1: [1310/10940] ---- BYOL Training Loss = 0.6192296743392944
29-01-2023 22:30:54 INFO Epoch 1: [1321/10940] ---- BYOL Training Loss = 0.529060959815979
29-01-2023 22:31:47 INFO Epoch 1: [1321/10940] ---- BYOL Validation Loss = 0.5707369446754456
29-01-2023 22:32:04 INFO Epoch 1: [1332/10940] ---- BYOL Training Loss = 0.4622153639793396
29-01-2023 22:32:22 INFO Epoch 1: [1343/10940] ---- BYOL Training Loss = 0.4652791917324066
29-01-2023 22:32:39 INFO Epoch 1: [1354/10940] ---- BYOL Training Loss = 0.4934767782688141
29-01-2023 22:32:57 INFO Epoch 1: [1365/10940] ---- BYOL Training Loss = 0.5227595567703247
29-01-2023 22:33:49 INFO Epoch 1: [1365/10940] ---- BYOL Validation Loss = 0.5729407072067261
29-01-2023 22:34:06 INFO Epoch 1: [1376/10940] ---- BYOL Training Loss = 0.5611333847045898
29-01-2023 22:34:24 INFO Epoch 1: [1387/10940] ---- BYOL Training Loss = 0.5977568030357361
29-01-2023 22:34:41 INFO Epoch 1: [1398/10940] ---- BYOL Training Loss = 0.5334457755088806
29-01-2023 22:34:59 INFO Epoch 1: [1409/10940] ---- BYOL Training Loss = 0.5530482530593872
29-01-2023 22:35:51 INFO Epoch 1: [1409/10940] ---- BYOL Validation Loss = 0.5936635136604309
29-01-2023 22:36:08 INFO Epoch 1: [1420/10940] ---- BYOL Training Loss = 0.5800420641899109
29-01-2023 22:36:26 INFO Epoch 1: [1431/10940] ---- BYOL Training Loss = 0.5079898238182068
29-01-2023 22:36:44 INFO Epoch 1: [1442/10940] ---- BYOL Training Loss = 0.5257997512817383
29-01-2023 22:37:01 INFO Epoch 1: [1453/10940] ---- BYOL Training Loss = 0.5455020070075989
29-01-2023 22:37:53 INFO Epoch 1: [1453/10940] ---- BYOL Validation Loss = 0.5486651062965393
29-01-2023 22:38:11 INFO Epoch 1: [1464/10940] ---- BYOL Training Loss = 0.519316554069519
29-01-2023 22:38:28 INFO Epoch 1: [1475/10940] ---- BYOL Training Loss = 0.5216060876846313
29-01-2023 22:38:46 INFO Epoch 1: [1486/10940] ---- BYOL Training Loss = 0.48419785499572754
29-01-2023 22:39:03 INFO Epoch 1: [1497/10940] ---- BYOL Training Loss = 0.44841867685317993
29-01-2023 22:39:56 INFO Epoch 1: [1497/10940] ---- BYOL Validation Loss = 0.5257928967475891
29-01-2023 22:40:13 INFO Epoch 1: [1508/10940] ---- BYOL Training Loss = 0.5103557705879211
29-01-2023 22:40:30 INFO Epoch 1: [1519/10940] ---- BYOL Training Loss = 0.4454900622367859
29-01-2023 22:40:48 INFO Epoch 1: [1530/10940] ---- BYOL Training Loss = 0.5251191854476929
29-01-2023 22:41:06 INFO Epoch 1: [1541/10940] ---- BYOL Training Loss = 0.6072582602500916
29-01-2023 22:41:58 INFO Epoch 1: [1541/10940] ---- BYOL Validation Loss = 0.5269923806190491
29-01-2023 22:42:16 INFO Epoch 1: [1552/10940] ---- BYOL Training Loss = 0.6195293068885803
29-01-2023 22:42:33 INFO Epoch 1: [1563/10940] ---- BYOL Training Loss = 0.6219892501831055
29-01-2023 22:42:51 INFO Epoch 1: [1574/10940] ---- BYOL Training Loss = 0.5808584094047546
29-01-2023 22:43:08 INFO Epoch 1: [1585/10940] ---- BYOL Training Loss = 0.5742824077606201
29-01-2023 22:44:01 INFO Epoch 1: [1585/10940] ---- BYOL Validation Loss = 1.9393266439437866
